0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
20.0,9.0,11.0,10.0,13.0,5.0,0.0,0.0,0.0,0.0,9.0,26.0,0.0,39.0,8.0,8.0,2.0,22.0,1.0,0.0,23.0,11.0,1.0,1.0,8.0,34.0,7.0,12.0,0.0,11.0,1.0,0.0,49.0,0.0,6.0,18.0,0.0,16.0,3.0,14.0,0.0,20.0,0.0,0.0,5.0,1.0,13.0,0.0,20.0,19.0,0.0,22.0,0.0,0.0,0.0,12.0,0.0,18.0,20.0,0.0,31.0,0.0,19.0,18.0,19.0,1.0,2.0,0.0,8.0,4.0,9.0,12.0,19.0,28.0,0.0,0.0,0.0,0.0,23.0,0.0,9.0,9.0,29.0,39.0,26.0,56.0,4.0,13.0,41.0,0.0,0.0,0.0,13.0,0.0,7.0,0.0,0.0,0.0,14.0,0.0,18.0,0.0,0.0,0.0,2.0,8.0,8.0,0.0,9.0,19.0,9.0,19.0,57.0,13.0,20.0,0.0,8.0,15.0,32.0,22.0,23.0,3.0,1.0,0.0,29.0,3.0,19.0,17.0,51.0,20.0,0.0,52.0,0.0,10.0,52.0,32.0,7.0,38.0,39.0,30.0,38.0,32.0,22.0,1.0,22.0,24.0,6.0,48.0,13.0,26.0,14.0,24.0,37.0,68.0,15.0,0.0,13.0,32.0,19.0,29.0,0.0,50.0,42.0,34.0,0.0,25.0,6.0,49.0,45.0,11.0,0.0,3.0,39.0,0.0,45.0,52.0,0.0,25.0,45.0,91.0,56.0,0.0,29.0,16.0,0.0,44.0,48.0,29.0,0.0,88.0,59.0,61.0,42.0,27.0,57.0,52.0,0.0,17.0,168.0,0.0
15.0,2.0,25.0,18.0,24.0,24.0,5.0,0.0,0.0,0.0,21.0,31.0,0.0,28.0,44.0,16.0,5.0,12.0,2.0,0.0,10.0,17.0,7.0,5.0,7.0,15.0,8.0,17.0,0.0,3.0,3.0,0.0,56.0,0.0,8.0,28.0,0.0,19.0,11.0,0.0,1.0,22.0,0.0,0.0,9.0,3.0,8.0,0.0,42.0,14.0,0.0,32.0,0.0,1.0,0.0,7.0,1.0,23.0,22.0,0.0,14.0,4.0,55.0,17.0,5.0,0.0,22.0,0.0,23.0,6.0,1.0,25.0,13.0,24.0,0.0,0.0,0.0,0.0,20.0,0.0,9.0,23.0,9.0,40.0,15.0,42.0,1.0,31.0,33.0,3.0,0.0,2.0,24.0,2.0,11.0,0.0,6.0,0.0,21.0,0.0,22.0,0.0,0.0,0.0,17.0,22.0,2.0,0.0,49.0,13.0,12.0,9.0,35.0,8.0,39.0,0.0,12.0,12.0,22.0,19.0,10.0,2.0,0.0,1.0,17.0,30.0,31.0,8.0,26.0,13.0,2.0,40.0,0.0,18.0,88.0,34.0,5.0,19.0,30.0,28.0,21.0,42.0,32.0,9.0,11.0,15.0,7.0,31.0,18.0,19.0,9.0,19.0,16.0,49.0,12.0,1.0,48.0,24.0,25.0,19.0,0.0,79.0,17.0,11.0,0.0,7.0,34.0,38.0,12.0,25.0,0.0,1.0,41.0,6.0,40.0,72.0,0.0,55.0,76.0,102.0,19.0,1.0,71.0,13.0,0.0,66.0,42.0,73.0,0.0,14.0,94.0,93.0,22.0,106.0,47.0,80.0,0.0,48.0,141.0,0.0
30.0,3.0,20.0,5.0,11.0,4.0,6.0,0.0,4.0,0.0,11.0,20.0,0.0,24.0,32.0,6.0,1.0,10.0,3.0,0.0,1.0,22.0,3.0,8.0,5.0,20.0,0.0,32.0,0.0,3.0,3.0,0.0,37.0,0.0,5.0,13.0,0.0,13.0,26.0,1.0,0.0,17.0,0.0,0.0,4.0,0.0,12.0,0.0,45.0,11.0,0.0,24.0,0.0,0.0,0.0,4.0,0.0,42.0,20.0,0.0,19.0,1.0,35.0,7.0,6.0,4.0,10.0,0.0,14.0,2.0,5.0,19.0,11.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,15.0,12.0,28.0,15.0,28.0,2.0,19.0,30.0,2.0,0.0,1.0,8.0,0.0,9.0,0.0,1.0,0.0,6.0,0.0,19.0,0.0,0.0,0.0,21.0,23.0,1.0,0.0,65.0,12.0,10.0,10.0,24.0,1.0,27.0,0.0,11.0,4.0,17.0,12.0,22.0,0.0,0.0,0.0,33.0,23.0,14.0,17.0,22.0,9.0,6.0,25.0,0.0,2.0,88.0,25.0,8.0,10.0,27.0,22.0,10.0,14.0,17.0,9.0,6.0,10.0,13.0,18.0,9.0,20.0,7.0,20.0,19.0,32.0,11.0,0.0,16.0,17.0,11.0,17.0,0.0,46.0,24.0,26.0,0.0,14.0,0.0,23.0,21.0,17.0,0.0,0.0,28.0,1.0,27.0,38.0,0.0,37.0,13.0,73.0,24.0,0.0,45.0,5.0,0.0,82.0,43.0,137.0,1.0,31.0,43.0,166.0,13.0,61.0,26.0,43.0,0.0,55.0,125.0,1.0
2.0,2.0,7.0,1.0,1.0,8.0,14.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,3.0,6.0,0.0,0.0,2.0,0.0,3.0,9.0,8.0,6.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,5.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,3.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,4.0,8.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,13.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,1.0,2.0,2.0,6.0,11.0,2.0,0.0,1.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,9.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,4.0,4.0,2.0,5.0,8.0,7.0,3.0,1.0,2.0,0.0,7.0,4.0,1.0,3.0,2.0,3.0,0.0,5.0,5.0,3.0,1.0,0.0,5.0,2.0,3.0,10.0,0.0,4.0,3.0,3.0,0.0,3.0,0.0,4.0,0.0,29.0,0.0,2.0,4.0,0.0,3.0,1.0,0.0,3.0,11.0,5.0,9.0,0.0,2.0,1.0,0.0,1.0,2.0,115.0,0.0,26.0,0.0,95.0,6.0,26.0,4.0,6.0,0.0,3.0,8.0,0.0
2.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,13.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,4.0,0.0,11.0,0.0,7.0,0.0,1.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,4.0,0.0,8.0,0.0,1.0,14.0,3.0,1.0,7.0,9.0,9.0,3.0,1.0,5.0,1.0,0.0,5.0,1.0,3.0,2.0,11.0,0.0,5.0,2.0,10.0,2.0,0.0,1.0,0.0,7.0,5.0,0.0,17.0,5.0,7.0,0.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,5.0,0.0,4.0,1.0,8.0,4.0,0.0,20.0,0.0,0.0,14.0,23.0,5.0,0.0,9.0,28.0,3.0,12.0,1.0,4.0,11.0,0.0,74.0,11.0,0.0
0.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,9.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,6.0,3.0,1.0,4.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,8.0,3.0,1.0,1.0,3.0,0.0,15.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,4.0,1.0,1.0,10.0,0.0,1.0,9.0,4.0,2.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0,4.0,0.0,4.0,2.0,1.0,3.0,1.0,3.0,9.0,4.0,0.0,0.0,11.0,3.0,3.0,0.0,16.0,4.0,1.0,0.0,6.0,0.0,5.0,4.0,0.0,0.0,0.0,9.0,0.0,4.0,8.0,0.0,1.0,0.0,14.0,4.0,0.0,13.0,3.0,0.0,13.0,2.0,24.0,0.0,3.0,17.0,3.0,3.0,2.0,4.0,15.0,0.0,30.0,42.0,0.0
5.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,4.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,8.0,0.0,1.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,6.0,4.0,1.0,2.0,8.0,1.0,2.0,3.0,1.0,0.0,2.0,3.0,5.0,0.0,5.0,1.0,1.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,7.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,2.0,2.0,2.0,1.0,0.0,8.0,2.0,0.0,4.0,4.0,1.0,0.0,2.0,13.0,2.0,3.0,2.0,5.0,4.0,0.0,2.0,10.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,3.0,0.0,0.0,2.0,6.0,0.0,3.0,1.0,2.0,0.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,7.0,4.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,10.0,0.0
2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,15.0,1.0,1.0,0.0,10.0,0.0,0.0,8.0,0.0,2.0,5.0,0.0,4.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,9.0,8.0,10.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,8.0,13.0,0.0,9.0,0.0,3.0,4.0,9.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0,5.0,7.0,2.0,1.0,9.0,14.0,3.0,7.0,3.0,5.0,0.0,5.0,7.0,1.0,5.0,8.0,2.0,4.0,6.0,9.0,15.0,6.0,0.0,0.0,2.0,2.0,5.0,0.0,6.0,10.0,4.0,0.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,9.0,0.0,2.0,1.0,7.0,21.0,0.0,9.0,2.0,0.0,10.0,10.0,4.0,0.0,17.0,11.0,4.0,7.0,2.0,7.0,10.0,0.0,3.0,24.0,0.0
5.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,0.0,13.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,5.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,5.0,0.0,5.0,0.0,2.0,4.0,1.0,3.0,1.0,16.0,4.0,4.0,1.0,0.0,1.0,6.0,2.0,0.0,1.0,2.0,3.0,3.0,7.0,12.0,3.0,2.0,0.0,0.0,0.0,2.0,6.0,0.0,3.0,12.0,2.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,3.0,0.0,2.0,1.0,6.0,3.0,0.0,5.0,2.0,0.0,10.0,5.0,2.0,0.0,6.0,2.0,2.0,5.0,4.0,3.0,13.0,0.0,1.0,19.0,0.0
3.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,3.0,12.0,0.0,7.0,3.0,6.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,7.0,2.0,5.0,0.0,19.0,0.0,2.0,1.0,0.0,10.0,0.0,4.0,1.0,0.0,3.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,18.0,4.0,0.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0,2.0,5.0,0.0,4.0,0.0,7.0,4.0,5.0,0.0,2.0,0.0,14.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,6.0,3.0,5.0,4.0,8.0,18.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,8.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,23.0,2.0,7.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,6.0,1.0,1.0,14.0,0.0,0.0,4.0,5.0,6.0,8.0,29.0,1.0,0.0,7.0,0.0,1.0,24.0,0.0,7.0,13.0,7.0,10.0,6.0,2.0,4.0,0.0,3.0,1.0,1.0,5.0,5.0,2.0,21.0,3.0,9.0,18.0,5.0,0.0,10.0,25.0,3.0,0.0,0.0,21.0,4.0,8.0,0.0,6.0,0.0,6.0,49.0,1.0,0.0,0.0,6.0,0.0,11.0,7.0,0.0,19.0,14.0,53.0,9.0,0.0,15.0,4.0,0.0,30.0,12.0,7.0,0.0,45.0,14.0,18.0,11.0,21.0,12.0,10.0,0.0,4.0,68.0,0.0
12.0,3.0,7.0,3.0,7.0,6.0,3.0,0.0,0.0,0.0,5.0,15.0,0.0,13.0,6.0,7.0,0.0,2.0,0.0,0.0,10.0,12.0,0.0,9.0,1.0,20.0,1.0,23.0,0.0,1.0,3.0,0.0,14.0,0.0,9.0,6.0,0.0,3.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,33.0,4.0,0.0,21.0,5.0,0.0,11.0,0.0,0.0,0.0,33.0,2.0,42.0,0.0,0.0,18.0,0.0,7.0,6.0,4.0,5.0,2.0,0.0,15.0,0.0,2.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,4.0,0.0,14.0,9.0,18.0,0.0,18.0,16.0,0.0,0.0,0.0,9.0,1.0,11.0,0.0,24.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,34.0,6.0,7.0,9.0,24.0,4.0,9.0,0.0,8.0,6.0,8.0,8.0,6.0,39.0,0.0,0.0,10.0,0.0,4.0,5.0,40.0,5.0,1.0,25.0,0.0,8.0,14.0,12.0,3.0,11.0,16.0,15.0,11.0,12.0,4.0,1.0,3.0,7.0,1.0,10.0,7.0,10.0,52.0,7.0,11.0,24.0,4.0,0.0,10.0,30.0,2.0,12.0,0.0,12.0,17.0,18.0,0.0,9.0,0.0,18.0,58.0,5.0,0.0,0.0,13.0,2.0,13.0,2.0,0.0,31.0,14.0,121.0,16.0,0.0,17.0,4.0,0.0,44.0,24.0,50.0,0.0,98.0,17.0,74.0,16.0,22.0,26.0,21.0,0.0,42.0,188.0,0.0
4.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,6.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,1.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,11.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,24.0,2.0,1.0,0.0,1.0,4.0,3.0,5.0,3.0,0.0,0.0,2.0,0.0,1.0,18.0,0.0,2.0,9.0,6.0,1.0,0.0,23.0,1.0,0.0,10.0,1.0,34.0,0.0,1.0,19.0,7.0,3.0,31.0,22.0,20.0,0.0,2.0,5.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,1.0,0.0,35.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,2.0,0.0,9.0,1.0,0.0
4.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,2.0,0.0,8.0,0.0,4.0,5.0,4.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,2.0,0.0,11.0,0.0,4.0,2.0,2.0,2.0,3.0,6.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,7.0,1.0,2.0,2.0,6.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,22.0,7.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,18.0,0.0,3.0,0.0,4.0,3.0,0.0,19.0,1.0,0.0,5.0,5.0,1.0,0.0,3.0,15.0,2.0,1.0,1.0,8.0,6.0,1.0,17.0,11.0,0.0
3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,1.0,4.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,5.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,4.0,1.0,0.0,7.0,1.0,1.0,0.0,12.0,3.0,2.0,1.0,3.0,3.0,8.0,0.0,11.0,9.0,0.0
5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,10.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,0.0,14.0,0.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,3.0,0.0,1.0,4.0,1.0,1.0,3.0,6.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,0.0,3.0,6.0,7.0,2.0,0.0,0.0,3.0,3.0,5.0,0.0,5.0,7.0,0.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,8.0,0.0,1.0,0.0,9.0,9.0,0.0,4.0,2.0,0.0,11.0,5.0,1.0,0.0,1.0,23.0,4.0,4.0,2.0,7.0,7.0,0.0,14.0,20.0,0.0
